Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
dba5c5ec,https://fbref.com/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,2022-10-19,Premier League,Matchweek 12,Home,West Ham United,W,2022-10-19_premier_league_west_ham_united,Liverpool,Alisson,br BRA,30-017,90,1,0,2,100.0
